topic,title,pdf_url
农牧饲渔,猪周期专题系列：下游格局分散‚行业集中度待提升‚万洲等肉制品龙头具备显著优势,http://pdf.dfcfw.com/pdf/H3_AP201906121334809213_1.pdf
文化传媒,素质教育行业专题报告：素质教育企业融资攻略‚如何寻找合适的资本方？,http://pdf.dfcfw.com/pdf/H3_AP201906121334809774_1.pdf
旅游酒店,社会服务行业2019年下半年投资策略：寻找波动中的定海神针‚业绩为王,http://pdf.dfcfw.com/pdf/H3_AP201906121334809775_1.pdf
化工行业,基础化工行业月报：油价大幅下跌‚关注需求具有保障的子行业,http://pdf.dfcfw.com/pdf/H3_AP201906121334809776_1.pdf
航天航空,国防军工周报：运12F完成EASA取证验证试飞‚新舟700飞机机头大部件总装下线,http://pdf.dfcfw.com/pdf/H3_AP201906121334810038_1.pdf
公用事业,检测行业国际比较报告Ⅲ：百年商业服务‚挖掘检测遗珠,http://pdf.dfcfw.com/pdf/H3_AP201906121334810037_1.pdf
电子信息,计算机行业：资产减值损失大幅提升‚2018年行业整体增收不增利,http://pdf.dfcfw.com/pdf/H3_AP201906121334810437_1.pdf
家电行业,家电周报2019第19期：顶层推动家电升级‚5G牌照推波助澜,http://pdf.dfcfw.com/pdf/H3_AP201906121334822755_1.pdf
电子信息,20190611-华融证券-计算机行业:重点关注云计算、金融科技和自主可控,http://pdf.dfcfw.com/pdf/H3_AP201906121334822758_1.pdf
电子信息,计算机行业：行情表现亮眼,http://pdf.dfcfw.com/pdf/H3_AP201906121334822762_1.pdf
电子信息,区块链技术引卷之九：状态通道：链下交互链上清算‚两条腿走路,http://pdf.dfcfw.com/pdf/H3_AP201906121334822764_1.pdf
家电行业,家电行业专题研究：三大白电龙头比较：别具一格‚各领风骚,http://pdf.dfcfw.com/pdf/H3_AP201906121334822763_1.pdf
交运物流,申万物流系列深度报告之一：物流行业分析框架：需求如何推动行业发展？,http://pdf.dfcfw.com/pdf/H3_AP201906121334828428_1.pdf
装修装饰,"建筑装饰：《关于做好地方政府专项债券发行及项目配套融资工作的通知》点评-""开前门""协调""堵后门""‚以规范促投资力度",http://pdf.dfcfw.com/pdf/H3_AP201906121334828427_1.pdf
家电行业,家电行业2019年中期投资策略：需求上行周期有待于H2确认,http://pdf.dfcfw.com/pdf/H3_AP201906121334828432_1.pdf
工程建设,建筑：专项债可用作项目资本金政策点评-基建政策或迎拐点‚资金来源望改善,http://pdf.dfcfw.com/pdf/H3_AP201906121334840963_1.pdf
钢铁行业,钢铁行业点评：经济结构性加杠杆 显著带动建筑用钢需求,http://pdf.dfcfw.com/pdf/H3_AP201906121334841277_1.pdf
通讯行业,云计算及相关基础设施行业动态点评：从云厂商整合并购看云产业链机遇,http://pdf.dfcfw.com/pdf/H3_AP201906121334841278_1.pdf
食品饮料,区域白酒深度报告：区域割据‚别具特色；群雄逐鹿‚各有所长,http://pdf.dfcfw.com/pdf/H3_AP201906121334842433_1.pdf
家电行业,家电行业2019年下半年投资策略：弱化需求库存波动‚重视格局渠道演变,http://pdf.dfcfw.com/pdf/H3_AP201906121334842432_1.pdf
电子信息,信息技术行业动态点评：云计算重点公司跟踪‚阿里云收入高歌猛进,http://pdf.dfcfw.com/pdf/H3_AP201906111334532728_1.pdf
券商信托,证券行业事件点评：证监会副主席出席2019年清华五道口全球金融论坛并讲话,http://pdf.dfcfw.com/pdf/H3_AP201906111334533290_1.pdf
化工行业,基础化工行业2019年下半年投资策略：破灭与新生：化工行业将迎来新一轮供给侧改革,http://pdf.dfcfw.com/pdf/H3_AP201906111334533289_1.pdf
化工行业,化工行业周报：油价短期企稳‚继续关注弱周期及消费细分行业,http://pdf.dfcfw.com/pdf/H3_AP201906111334533294_1.pdf
输配电气,电气设备行业周报：发改委发文促进新能源车消费‚海上风电有望超预期,http://pdf.dfcfw.com/pdf/H3_AP201906111334534164_1.pdf
有色金属,黄金行业点评：美国降息预期上升 黄金进入上升通道,http://pdf.dfcfw.com/pdf/H3_AP201906111334536080_1.pdf
装修装饰,建筑装饰行业专题研究：从《筑梦情缘》看中国近代建筑发展【天风建筑端午特辑】,http://pdf.dfcfw.com/pdf/H3_AP201906111334536081_1.pdf
房地产,房地产周刊：地产销售降温‚政策潜在改善预期增强,http://pdf.dfcfw.com/pdf/H3_AP201906111334536083_1.pdf
券商信托,证券行业月度报告：5月可比净利润同比-15.8%‚环比-29.5%,http://pdf.dfcfw.com/pdf/H3_AP201906111334536082_1.pdf
专用设备,5月挖掘机销量数据点评：5月销量小幅下滑‚国产龙头市场份额持续扩张,http://pdf.dfcfw.com/pdf/H3_AP201906111334536084_1.pdf
券商信托,非银金融2019年中期投资策略：寿险估值关注点逐步转变‚把握资本市场改革与开放机遇,http://pdf.dfcfw.com/pdf/H3_AP201906111334536085_1.pdf
化工行业,化工行业2019年中期策略：风雨送春归‚飞雪迎春到,http://pdf.dfcfw.com/pdf/H3_AP201906111334536088_1.pdf
汽车行业,重卡专题研究报告：当前行业处于什么阶段？,http://pdf.dfcfw.com/pdf/H3_AP201906111334536086_1.pdf
医药制造,生物医药行业周报：医改政策密集推出‚政策扰动下聚焦影像、口腔及创新产业链,http://pdf.dfcfw.com/pdf/H3_AP201906111334538956_1.pdf
机械行业,光大行业机械周观点：铁路投资维持稳健‚新能源布局多项目,http://pdf.dfcfw.com/pdf/H3_AP201906111334538958_1.pdf
券商信托,券商5月财务数据点评：回调中关注大券商配置机会,http://pdf.dfcfw.com/pdf/H3_AP201906111334542566_1.pdf
家电行业,家电渠道全景：传统渠道夯基础‚电商布局已成熟‚创新零售正绽放,http://pdf.dfcfw.com/pdf/H3_AP201906111334542565_1.pdf
商业百货,商业贸易：端午假期出行人数稳健增长‚假期旅游收入增速提升,http://pdf.dfcfw.com/pdf/H3_AP201906111334542564_1.pdf
银行,银行行业周观点报告：持续关注流动性,http://pdf.dfcfw.com/pdf/H3_AP201906111334542569_1.pdf
电子元件,电子行业周观点：半导体销售额下滑‚工信部发放5G牌照,http://pdf.dfcfw.com/pdf/H3_AP201906111334542571_1.pdf
汽车行业,汽车行业周报第21期：发改委发文推动重点消费品更新升级‚比亚迪与丰田达成合作,http://pdf.dfcfw.com/pdf/H3_AP201906111334542567_1.pdf
输配电气,新能源汽车行业动态跟踪报告：政策保驾护航‚新能源汽车有望保持较快增长,http://pdf.dfcfw.com/pdf/H3_AP201906111334542570_1.pdf
电子元件,电子行业：3家企业科创板过会‚5G商用牌照加速产业进程,http://pdf.dfcfw.com/pdf/H3_AP201906111334542563_1.pdf
券商信托,非银金融行业周观点：券商5月业绩继续下滑‚保险防御价值提升,http://pdf.dfcfw.com/pdf/H3_AP201906111334542568_1.pdf
化工行业,化工行业周观点：氢氟酸继续上涨‚关注农化、新材料板块,http://pdf.dfcfw.com/pdf/H3_AP201906111334542574_1.pdf
输配电气,电气设备行业周报：政策温和加码或助推需求‚光伏龙头共谋产业大局,http://pdf.dfcfw.com/pdf/H3_AP201906111334543470_1.pdf
电子元件,面板行业跟踪报告：五月电视面板价格已出现显著下滑‚受制终端库存压力六月跌势或将持续,http://pdf.dfcfw.com/pdf/H3_AP201906111334546491_1.pdf
输配电气,电气设备行业周报：促消费方案发布利好新能源车产业链‚光伏龙头强强联合优势互补,http://pdf.dfcfw.com/pdf/H3_AP201906111334546495_1.pdf
公用事业,公用事业与环保产业行业研究：垃圾分类后‚将带来哪些投资机会,http://pdf.dfcfw.com/pdf/H3_AP201906111334546490_1.pdf
房地产,房地产行业月报：重点城市销售维持韧性‚一城一策微调或常态化,http://pdf.dfcfw.com/pdf/H3_AP201906111334546492_1.pdf
纺织服装,纺织服装行业动态：高端消费稳健‚奢侈消费回流效应明显‚品牌加速入驻国内电商,http://pdf.dfcfw.com/pdf/H3_AP201906111334546493_1.pdf
旅游酒店,社服行业6月报：4月酒店数据持续下滑‚出境游总体稳定,http://pdf.dfcfw.com/pdf/H3_AP201906111334546496_1.pdf
文教休闲,休闲服务行业动态分析：端午出游人数增长7.7%‚即将迎来旅游旺季,http://pdf.dfcfw.com/pdf/H3_AP201906111334546500_1.pdf
文化传媒,互联网传媒行业动态：Facebook将发行加密货币‚虎扑将独立上市,http://pdf.dfcfw.com/pdf/H3_AP201906111334546501_1.pdf
装修装饰,建筑装饰：专项债可作为重大项目资本金简评,http://pdf.dfcfw.com/pdf/H3_AP201906111334546498_1.pdf
汽车行业,汽车行业动态：拟自宁德时代、比亚迪购买电池‚丰田电动化或向纯电端发力,http://pdf.dfcfw.com/pdf/H3_AP201906111334546497_1.pdf
钢铁行业,钢铁行业动态：钢价趋弱越发明显‚短期难有政策刺激,http://pdf.dfcfw.com/pdf/H3_AP201906111334546494_1.pdf
有色金属,有色金属行业动态：工业品需求疲软‚但有色供给存在瓶颈平衡状态仍在,http://pdf.dfcfw.com/pdf/H3_AP201906111334546499_1.pdf
食品饮料,食品饮料行业周报：市场不确定‚板块防御属性凸显,http://pdf.dfcfw.com/pdf/H3_AP201906111334549545_1.pdf
电子信息,计算机行业周观点报告：板块再度调整‚关注事件催化,http://pdf.dfcfw.com/pdf/H3_AP201906111334549548_1.pdf
装修装饰,"建筑装饰行业点评：地方专项债的""一般化""‚合规重大项目有望加强发力",http://pdf.dfcfw.com/pdf/H3_AP201906111334549546_1.pdf
水泥建材,建筑材料行业点评：专项债新规利好基建投资‚水泥等基建材料受益,http://pdf.dfcfw.com/pdf/H3_AP201906111334549547_1.pdf
电子信息,信息技术行业动态点评：5G牌照发放有望加快新兴科技行业发展‚重点关注无人驾驶领域的投资机会,http://pdf.dfcfw.com/pdf/H3_AP201906111334547676_1.pdf
汽车行业,汽车和汽车零部件行业周报：丰田布局纯电动汽车‚发改委出台汽车限购放宽政策,http://pdf.dfcfw.com/pdf/H3_AP201906111334552409_1.pdf
汽车行业,汽车行业动态：发改委等三部门发文取消新能源限购‚五月最后一周零售销量同比正增,http://pdf.dfcfw.com/pdf/H3_AP201906111334552417_1.pdf
化工行业,轮胎行业事件点评：三家上市公司参与收购中策橡胶‚看好轮胎行业头部公司长期发展,http://pdf.dfcfw.com/pdf/H3_AP201906111334560623_1.pdf
机械行业,5月挖掘机数据点评：增速降档‚关注基建逆周期调节政策推进,http://pdf.dfcfw.com/pdf/H3_AP201906111334560630_1.pdf
装修装饰,建筑行业周报：调控政策发布密集‚预计市场熨平拉长,http://pdf.dfcfw.com/pdf/H3_AP201906111334560631_1.pdf
医药制造,医药生物行业周报：对政策力度不宜心存侥幸‚应更关注行业自身弹性,http://pdf.dfcfw.com/pdf/H3_AP201906111334564493_1.pdf
券商信托,券商转型前瞻系列报告之三：沪伦通为舟‚DR为桨‚A股国际化再起航,http://pdf.dfcfw.com/pdf/H3_AP201906111334564494_1.pdf
汽车行业,汽车行业周报19年24期：发改委等部门多举措促进汽车消费政策落地,http://pdf.dfcfw.com/pdf/H3_AP201906111334565160_1.pdf
汽车行业,汽车行业2019半年度投资策略：刺激政策陆续落地 费回暖有望,http://pdf.dfcfw.com/pdf/H3_AP201906111334571230_1.pdf
造纸印刷,轻工造纸：6月对美商品进口加征关税实施‚中美贸易摩擦影响包装纸终端需求,http://pdf.dfcfw.com/pdf/H3_AP201906111334586237_1.pdf
化工行业,化工行业周报：萤石供需偏紧‚价格有望继续上涨,http://pdf.dfcfw.com/pdf/H3_AP201906111334586242_1.pdf
环保工程,环保行业周报：垃圾分类制度加速推进‚分类工作全面启动,http://pdf.dfcfw.com/pdf/H3_AP201906111334589219_1.pdf
汽车行业,汽车行业周观点报告：政策刺激汽车消费‚优先关注优质整车,http://pdf.dfcfw.com/pdf/H3_AP201906111334589221_1.pdf
有色金属,有色金属：减产短期提振价格‚长期仍需泛亚落地,http://pdf.dfcfw.com/pdf/H3_AP201906111334589218_1.pdf
券商信托,上市券商2019年5月月报点评：环比、同比均出现回落,http://pdf.dfcfw.com/pdf/H3_AP201906111334589217_1.pdf
汽车行业,中小市值组新能源汽车周报第22期：三部委发文促进新能车消费‚提振全年销量信心,http://pdf.dfcfw.com/pdf/H3_AP201906111334589220_1.pdf
有色金属,贵金属：白银：冰封王座‚从未缺席,http://pdf.dfcfw.com/pdf/H3_AP201906111334589216_1.pdf
文教休闲,休闲服务行业月度报告：旅游市场增长态势良好‚防御价值犹在,http://pdf.dfcfw.com/pdf/H3_AP201906111334591975_1.pdf
工程建设,建筑行业重大事项点评：专项债融资成重点‚基建资金来源有增量,http://pdf.dfcfw.com/pdf/H3_AP201906111334591969_1.pdf
食品饮料,食品饮料5月线上数据分析专题：乳制品需求稳健‚保健品增速短期承压,http://pdf.dfcfw.com/pdf/H3_AP201906111334591967_1.pdf
通讯行业,通信设备行业5G系列之光器件专题：承载网扩容升级‚光器件迎来新机遇,http://pdf.dfcfw.com/pdf/H3_AP201906111334591968_1.pdf
房地产,房地产行业：新加坡REITs模式经验：中国房企未来发展之路,http://pdf.dfcfw.com/pdf/H3_AP201906111334592744_1.pdf
医药制造,医药行业研究报告：探讨科创板下创新药的估值方法,http://pdf.dfcfw.com/pdf/H3_AP201906111334592746_1.pdf
文化传媒,传媒周报2019第18期：中国广电获工信部5G牌照‚关注国企融媒体领域,http://pdf.dfcfw.com/pdf/H3_AP201906111334598002_1.pdf
电子元件,中国智能手机市场五月数据分析：体市场持续低迷‚华为销量占比达1-3,http://pdf.dfcfw.com/pdf/H3_AP201906111334598005_1.pdf
交运物流,交运一周天地汇：限硫令对油轮影响逐步进入验证期‚快递行业继续保持高增长态势,http://pdf.dfcfw.com/pdf/H3_AP201906111334598003_1.pdf
交运设备,交通运输周报2019年第23期：端午假期旅客旺盛‚出行需求仍具韧性,http://pdf.dfcfw.com/pdf/H3_AP201906111334598006_1.pdf
房地产,房地产：2019年第23周：重点城市新房交投转弱‚政策分化明显,http://pdf.dfcfw.com/pdf/H3_AP201906111334598004_1.pdf
电子信息,区块链周报：交易平台强势杀入稳定通证,http://pdf.dfcfw.com/pdf/H3_AP201906111334604208_1.pdf
文化传媒,2019年下半年传媒互联网行业投资策略：顺势而为‚把握积极趋势,http://pdf.dfcfw.com/pdf/H3_AP201906111334598011_1.pdf
钢铁行业,钢铁行业周报：5月生产需求双弱‚地产投资韧性存疑,http://pdf.dfcfw.com/pdf/H3_AP201906111334601696_1.pdf
装修装饰,【联讯建筑行业点评】专项债政策释放积极信号‚重点推荐基建央企和水泥,http://pdf.dfcfw.com/pdf/H3_AP201906111334608159_1.pdf
水泥建材,建筑材料行业报告：发挥专项债逆周期调节作用‚关注水泥板块投资机会,http://pdf.dfcfw.com/pdf/H3_AP201906111334609550_1.pdf
医药制造,医药行业研究报告：探讨科创板下医疗器械企业的估值方法,http://pdf.dfcfw.com/pdf/H3_AP201906111334609549_1.pdf
医药制造,医药生物行业周报,http://pdf.dfcfw.com/pdf/H3_AP201906111334609552_1.pdf
机械行业,挖掘机：5月销量略降符合预期‚两大内资龙头保持两位数增长,http://pdf.dfcfw.com/pdf/H3_AP201906111334609551_1.pdf
医药制造,医药周报2019第21期：医药行业政策频发‚短期关注政策免疫板块,http://pdf.dfcfw.com/pdf/H3_AP201906111334609546_1.pdf
机械行业,机械行业2019年半年度投资策略报告：固定资产投资力度加大‚关注相关受益领域,http://pdf.dfcfw.com/pdf/H3_AP201906111334609548_1.pdf
文化传媒,互联网与传媒行业2019年下半年投资策略：5G媒体时代即将到来 推荐广电、大屏与云游戏,http://pdf.dfcfw.com/pdf/H3_AP201906111334609554_1.pdf
房地产,房地产行业动态：本周市场整体下行‚一线数据企稳‚二线分化‚三线降幅扩大,http://pdf.dfcfw.com/pdf/H3_AP201906111334609556_1.pdf
银行,"银行：深度！""包商银行""对权益市场影响：风险利差""缓慢""拉大",http://pdf.dfcfw.com/pdf/H3_AP201906111334609555_1.pdf
券商信托,证券行业月报（2019年5月）：股债低迷‚业绩承压,http://pdf.dfcfw.com/pdf/H3_AP201906111334611812_1.pdf
机械行业,机械设备行业重大事项点评：专项债新规边际改善融资来源‚轨交有望发力‚工程机械需求无虞,http://pdf.dfcfw.com/pdf/H3_AP201906111334619352_1.pdf
